01-23-2025 05:12:24 PM,864031,1.64817,0,0.00000,3.74300
01-23-2025 05:12:29 PM,864079,1.64817,0,0.00000,3.74300
01-23-2025 05:14:56 PM,865548,1.64821,0,0.00000,3.74300
01-23-2025 05:17:39 PM,867177,1.64746,0,0.00000,3.74300
01-23-2025 05:17:44 PM,867229,1.64746,0,0.00000,3.74300
01-23-2025 05:17:49 PM,867277,1.64746,0,0.00000,3.74300
01-23-2025 05:20:15 PM,868743,1.64742,0,0.00000,3.74200
01-23-2025 05:22:58 PM,870374,1.64775,0,0.00000,3.74300
01-23-2025 05:23:03 PM,870427,1.64775,0,0.00000,3.74300
01-23-2025 05:23:08 PM,870475,1.64775,0,0.00000,3.74300
01-23-2025 05:25:35 PM,871941,1.64769,0,0.00000,3.74300
01-23-2025 05:28:18 PM,873571,1.64698,0,0.00000,3.74200
01-23-2025 05:28:23 PM,873624,1.64698,0,0.00000,3.74200
01-23-2025 05:28:28 PM,873672,1.64698,0,0.00000,3.74200
01-23-2025 05:30:55 PM,875138,1.64700,0,0.00000,3.74200
01-23-2025 05:33:38 PM,876768,1.64661,0,0.00000,3.74300
01-23-2025 05:33:43 PM,876822,1.64661,0,0.00000,3.74300
01-23-2025 05:33:48 PM,876870,1.64661,0,0.00000,3.74300
01-23-2025 05:36:14 PM,878336,1.64676,0,0.00000,3.74300
01-23-2025 05:38:57 PM,879967,1.64666,0,0.00000,3.74300
01-23-2025 05:39:03 PM,880020,1.64666,0,0.00000,3.74300
01-23-2025 05:39:08 PM,880068,1.64666,0,0.00000,3.74300
01-23-2025 05:41:34 PM,881534,1.64686,0,0.00000,3.74300
01-23-2025 05:44:18 PM,883167,1.64659,0,0.00000,3.74300
01-23-2025 05:44:23 PM,883218,1.64659,0,0.00000,3.74300
01-23-2025 05:44:27 PM,883266,1.64659,0,0.00000,3.74300
